Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
3927,2012-08-18,PH,LD003,Head on collision,1,56,Main Road,NORMAL,N,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,182,182
3928,2012-08-20,PH,LD003,Head on collision,0,289,Minor Road,WET,N,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12109,12109
3929,2012-08-20,PH,LD003,Head on collision,0,124,Minor Road,NORMAL,N,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9327,9327
3930,2012-08-20,PH,LD003,Head on collision,0,195,Minor Road,NORMAL,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,443,443
3931,2012-08-20,PH,LD003,Head on collision,1,351,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,2012-08-21,NamedDriver,LD003,Head on collision,1,286,Minor Road,NORMAL,N,16,N,N,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,11744,11744
3933,2012-08-21,PH,LD003,Head on collision,0,79,Minor Road,WET,N,15,Y,N,1,1,0,0,0,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,657,657
3934,2012-08-22,PH,LD003,Head on collision,1,123,Main Road,NORMAL,N,15,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,446,446
3935,2012-08-22,PH,LD003,Head on collision,3,132,Minor Road,NORMAL,Y,12,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4909,4909
3936,2012-08-22,PH,LD003,Head on collision,0,321,Minor Road,NORMAL,N,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,428,428
3937,2012-08-24,PH,LD003,Head on collision,0,206,Minor Road,NORMAL,Y,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3808,3808
3938,2012-08-25,PH,LD003,Head on collision,2,82,Main Road,NORMAL,Y,19,Y,N,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1160,1160
3939,2012-08-27,PH,LD003,Head on collision,1,83,Main Road,NORMAL,N,13,Y,N,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,-23,-23
3940,2012-08-28,PH,LD003,Head on collision,0,282,Minor Road,NORMAL,Y,15,Y,N,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9541,9541
3941,2012-08-28,NamedDriver,LD003,Head on collision,0,70,Main Road,WET,N,6,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,2012-08-28,PH,LD003,Head on collision,0,325,Minor Road,NORMAL,Y,8,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,820,820
3943,2012-08-28,TP,LD003,Head on collision,7,356,Main Road,NORMAL,Y,13,Y,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,2012-08-29,PH,LD003,Head on collision,0,151,Minor Road,WET,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2468,2468
3945,2012-08-29,PH,LD003,Head on collision,1,332,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,2012-08-29,Other,LD003,Head on collision,50,363,Main Road,WET,Y,13,Y,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1625,1625
3947,2012-08-29,Other,LD003,Head on collision,0,99,Main Road,WET,N,12,Y,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,198,198
3948,2012-08-30,PH,LD003,Head on collision,1,325,Minor Road,NORMAL,N,17,N,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,2012-08-30,Other,LD003,Head on collision,1,210,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,973,973
3950,2012-08-30,PH,LD003,Head on collision,1,113,Main Road,NORMAL,Y,12,N,N,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,469,469
3951,2012-08-30,PH,LD003,Head on collision,0,334,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3952,2012-08-30,TP,LD003,Head on collision,0,37,Minor Road,NORMAL,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,31457,31457
3953,2012-08-31,PH,LD003,Head on collision,1,65,Minor Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,2015
3954,2012-08-31,PH,LD003,Head on collision,1,63,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,2012-08-31,PH,LD003,Head on collision,1,239,Main Road,NORMAL,N,18,N,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,237,237
3956,2012-09-03,PH,LD003,Head on collision,0,365,Minor Road,NORMAL,Y,16,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2336,2336
3957,2012-09-04,PH,LD003,Head on collision,1,143,Minor Road,NORMAL,Y,10,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,634,634
3958,2012-09-04,PH,LD003,Head on collision,2,90,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3959,2012-09-05,PH,LD003,Head on collision,0,311,Main Road,NORMAL,N,0,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12042,12042
3960,2012-09-07,PH,LD003,Head on collision,0,73,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,65024,50000
3961,2012-09-07,PH,LD003,Head on collision,1,50,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,2012-09-07,PH,LD003,Head on collision,3,201,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,385,385
3963,2012-09-07,PH,LD003,Head on collision,0,189,Minor Road,NORMAL,Y,13,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3964,2012-09-08,PH,LD003,Head on collision,3,357,Minor Road,NORMAL,Y,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,949,949
3965,2012-09-08,PH,LD003,Head on collision,2,339,Minor Road,NORMAL,Y,13,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,2012-09-09,PH,LD003,Head on collision,1,203,Minor Road,NORMAL,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2205,2205
3967,2012-09-09,PH,LD003,Head on collision,0,75,Minor Road,NORMAL,N,20,Y,N,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,-119,-119
3968,2012-09-09,PH,LD003,Head on collision,1,186,Main Road,NORMAL,N,10,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-179,-179
3969,2012-09-09,PH,LD003,Head on collision,1,90,Main Road,NORMAL,N,11,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40879,40879
3970,2012-09-10,PH,LD003,Head on collision,15,336,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,547,547
3971,2012-09-11,PH,LD003,Head on collision,0,358,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16697,16697
3972,2012-09-11,TP,LD003,Head on collision,43,93,n/k,N/K,n/k,17,Other,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13533,13533
3973,2012-09-12,PH,LD003,Head on collision,0,111,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1420,1420
3974,2012-09-12,PH,LD003,Head on collision,8,30,Main Road,NORMAL,N,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32541,32541
3975,2012-09-12,PH,LD003,Head on collision,6,146,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1249,1249
3976,2012-09-12,Other,LD003,Head on collision,0,160,Minor Road,NORMAL,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3977,2012-09-12,PH,LD003,Head on collision,1,128,Main Road,NORMAL,Y,20,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,2012-09-13,Other,LD003,Head on collision,36,43,n/k,N/K,n/k,0,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4507,4507
3979,2012-09-13,PH,LD003,Head on collision,0,230,Main Road,NORMAL,N,6,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,121,121
3980,2012-09-14,PH,LD003,Head on collision,3,6,Main Road,NORMAL,Y,20,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3981,2012-09-14,PH,LD003,Head on collision,0,53,Minor Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3982,2012-09-15,TP,LD003,Head on collision,3,290,Minor Road,NORMAL,Y,20,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,2012-09-15,PH,LD003,Head on collision,1,355,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3984,2012-09-15,PH,LD003,Head on collision,2,316,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,330,330
3985,2012-09-15,PH,LD003,Head on collision,4,76,Minor Road,NORMAL,Y,14,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2610,2610
3986,2012-09-16,PH,LD003,Head on collision,3,4,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,2012-09-16,TP,LD003,Head on collision,21,113,n/k,N/A,n/k,0,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,2012-09-16,PH,LD003,Head on collision,1,74,Minor Road,NORMAL,N,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2180,2180
3989,2012-09-16,PH,LD003,Head on collision,1,91,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23
3990,2012-09-16,PH,LD003,Head on collision,1,121,Main Road,NORMAL,N,12,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1
3991,2012-09-17,PH,LD003,Head on collision,0,207,Main Road,NORMAL,N,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,121,121
3992,2012-09-17,PH,LD003,Head on collision,0,187,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,2012-09-17,PH,LD003,Head on collision,0,16,Minor Road,NORMAL,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26831,26831
3994,2012-09-17,PH,LD003,Head on collision,2,26,Main Road,WET,N,22,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,74,74
3995,2012-09-18,PH,LD003,Head on collision,1,82,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3564,3564
3996,2012-09-18,Other,LD003,Head on collision,0,175,Minor Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,2012-09-19,PH,LD003,Head on collision,0,89,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7798,7798
3998,2012-09-21,PH,LD003,Head on collision,0,14,Minor Road,WET,Y,7,N,Y,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1278,1278
3999,2012-09-21,PH,LD003,Head on collision,0,324,Minor Road,WET,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,43
4000,2012-09-22,TP,LD003,Head on collision,1,106,Minor Road,NORMAL,Y,20,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2847,2847
4001,2012-09-22,CNF,LD003,Head on collision,26,365,n/k,N/K,n/k,15,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,121
4002,2012-09-22,PH,LD003,Head on collision,0,175,Home Address,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16040,16040
4003,2012-09-22,PH,LD003,Head on collision,0,129,Minor Road,NORMAL,N,11,Y,N,1,1,1,0,0,1,5,1,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,36682,36682
4004,2012-09-23,PH,LD003,Head on collision,2,329,Main Road,WET,Y,21,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,2012-09-23,PH,LD003,Head on collision,1,22,Main Road,WET,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3243,3243
4006,2012-09-23,PH,LD003,Head on collision,1,206,Main Road,WET,N,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,2012-09-24,PH,LD003,Head on collision,2,142,Minor Road,WET,Y,13,Y,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,2012-09-24,PH,LD003,Head on collision,7,146,Minor Road,WET,Y,17,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1211,1211
4009,2012-09-24,PH,LD003,Head on collision,1,176,Minor Road,WET,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5428,5428
4010,2012-09-25,PH,LD003,Head on collision,1,114,Minor Road,WET,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2219,2219
4011,2012-09-25,PH,LD003,Head on collision,1,3,Main Road,WET,Y,21,N,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,20285,20285
4012,2012-09-25,NamedDriver,LD003,Head on collision,0,38,Minor Road,WET,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78,78
4013,2012-09-26,NamedDriver,LD003,Head on collision,0,359,Minor Road,WET,N,12,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1201,1201
4014,2012-09-26,PH,LD003,Head on collision,0,171,Car Park,WET,Y,7,Other,Y,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145,145
4015,2012-09-26,TP,LD003,Head on collision,11,46,Home Address,NORMAL,Y,8,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1570,1570
4016,2012-09-26,TP,LD003,Head on collision,47,320,n/k,N/K,n/k,0,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,2012-09-26,PH,LD003,Head on collision,1,327,Main Road,WET,N,21,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,304,304
4018,2012-09-27,Other,LD003,Head on collision,20,348,n/k,N/K,n/k,0,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,2012-09-27,PH,LD003,Head on collision,1,301,Main Road,NORMAL,N,20,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4525,4525
4020,2012-09-27,PH,LD003,Head on collision,0,97,Minor Road,WET,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-8
4021,2012-09-27,PH,LD003,Head on collision,0,364,Minor Road,WET,N,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5314,5314
4022,2012-09-27,PH,LD003,Head on collision,1,26,Main Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,570,570
4023,2012-09-28,PH,LD003,Head on collision,3,16,Minor Road,WET,N,18,Y,N,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,30820,30820
4024,2012-09-29,PH,LD003,Head on collision,1,152,Main Road,NORMAL,Y,19,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,1565
4025,2012-09-29,PH,LD003,Head on collision,1,116,Minor Road,NORMAL,N,14,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,1578
4026,2012-09-30,PH,LD003,Head on collision,2,159,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1912,1912
4027,2012-10-01,PH,LD003,Head on collision,0,52,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,632,632
4028,2012-10-01,PH,LD003,Head on collision,1,30,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12304,12304
4029,2012-10-01,PH,LD003,Head on collision,1,306,Minor Road,NORMAL,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2272,2272
4030,2012-10-01,PH,LD003,Head on collision,37,202,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98,98
4031,2012-10-01,CNF,LD003,Head on collision,44,195,Main Road,N/K,n/k,12,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6343,6343
4032,2012-10-01,PH,LD003,Head on collision,0,72,Main Road,WET,Y,17,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,2012-10-01,PH,LD003,Head on collision,3,28,Main Road,NORMAL,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1383,1383
4034,2012-10-01,PH,LD003,Head on collision,0,63,Minor Road,WET,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77279,50000
4035,2012-10-01,PH,LD003,Head on collision,3,3,Minor Road,WET,N,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15130,15130
4036,2012-10-03,Other,LD003,Head on collision,0,57,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9126,9126
4037,2012-10-03,PH,LD003,Head on collision,0,44,Minor Road,WET,Y,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,23
4038,2012-10-03,PH,LD003,Head on collision,1,113,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,23
4039,2012-10-03,CNF,LD003,Head on collision,15,329,Main Road,NORMAL,N,18,Other,N,1,1,1,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,280236,50000
4040,2012-10-04,PH,LD003,Head on collision,1,140,Minor Road,NORMAL,N,13,Y,Y,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28249,28249
4041,2012-10-04,Other,LD003,Head on collision,0,95,Minor Road,NORMAL,N,9,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,2012-10-05,PH,LD003,Head on collision,0,36,Main Road,WET,Y,6,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,122,122
4043,2012-10-06,PH,LD003,Head on collision,39,114,n/k,N/K,n/k,19,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8223,8223
4044,2012-10-06,PH,LD003,Head on collision,3,69,Main Road,NORMAL,Y,19,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1772,1772
